id,fname,SMILES,first_triplet,first_singlet,dipole_moment
1012,electronic_prop_molecule_2073.dat,COc1c(-c2c(SC)c(F)c(-c3sc4cc(-c5oc6c(OC)c7c(C)c(-c8sc9c(OC)c(-c%10c(SC)c(F)c(-c%11sc%12cc(-c%13oc%14c(OC)c%15c(C)coc%15c(F)c%14c%13F)n(C)c%12c%11SC)c%11ncc(SC)nc%10%11)oc9c8F)oc7c(F)c6c5F)n(C)c4c3SC)c3ncc(SC)nc23)oc2c(F)csc12,2.613,2.835,2.26123
1013,electronic_prop_molecule_2098.dat,COc1c(-c2c(C)c(SC)c(-c3oc4c(C)c(-c5sc(-c6ccc(-c7oc8c(OC)c(-c9c(C)c(SC)c(-c%10oc%11c(C)c(-c%12sc(-c%13ccco%13)cc%12C)n(C)c%11c%10C)c%10nsnc9%10)oc8c7F)o6)cc5C)n(C)c4c3C)c3nsnc23)oc2c(F)coc12,2.389,2.602,3.17954
1014,electronic_prop_molecule_3386.dat,COc1cc(-c2c3c(OC)c(-c4nccc5nsnc45)n(C)c3c(-c3cc(OC)c(OC)c(OC)c3)c3c(OC)cn(C)c23)cc(OC)c1OC,1.937,2.308,3.15497
1015,electronic_prop_molecule_1591.dat,COc1cc2nc(SC)cnc2c(-c2c(C)c3c(-c4cc(F)c(C)s4)c4scc(SC)c4c(-c4ccc(SC)s4)c3n2C)c1F,3.022,3.381,6.92881
1016,electronic_prop_molecule_2926.dat,Cc1cn(C)c2c(F)c3c(F)c(-c4c(F)c(F)cc5nn(C)nc45)sc3cc12,3.054,3.574,5.10631
1017,electronic_prop_molecule_696.dat,COc1cc(-c2nc3c(-c4sc5c(F)csc5c4F)c(SC)c(OC)c(-c4c(F)c5sc(-c6sc7c(OC)c8c(C)cn(C)c8c(OC)c7c6C)c(F)c5n4C)c3nc2-c2cc(C)cc(F)c2)cc(SC)c1F,2.952,3.264,5.83838
1018,electronic_prop_molecule_5091.dat,Cn1ccc(F)c1-c1c(F)cc(-c2sc(-c3ncc(-c4sc(-c5cc(F)c(-c6c(F)cc(-c7sc(-c8ncc(-c9scc(F)c9F)c9nsnc89)c(F)c7F)n6C)n5C)c(F)c4F)c4nsnc34)c(F)c2F)n1C,1.979,2.393,3.76345
1019,electronic_prop_molecule_2932.dat,COc1csc2c(SC)c3c(F)c(-c4cc(C)cc5nonc45)n(C)c3cc12,2.612,3.119,2.42118
1020,electronic_prop_molecule_682.dat,COc1cn(C)c2c(SC)c(-c3c(F)cc(-c4oc5c(F)c(-c6cc7sc8c(F)coc8c7s6)n(C)c5c4SC)c4nn(C)nc34)n(C)c12,2.509,2.896,5.7847
1021,electronic_prop_molecule_5085.dat,CSc1ccsc1-c1sc(-c2c(F)c(F)c(-c3ncc(-c4c(F)c(F)c(-c5cc(SC)c(-c6sc(-c7c(F)c(F)c(-c8ncc(-c9c(F)c(F)cn9C)c9nn(C)nc89)n7C)cc6SC)s5)n4C)c4nn(C)nc34)n2C)cc1SC,2.448,2.68,8.49646
1022,electronic_prop_molecule_1585.dat,COc1c(-c2cc(F)cc3nc(SC)c(SC)nc23)n(C)c2ccoc12,2.749,3.174,1.73962
1023,electronic_prop_molecule_3392.dat,CSc1cn(C)c2c(F)c3c(SC)c(-c4c(C)c(C)c(-c5ncc(-c6c(C)c(C)cn6C)c6nn(C)nc56)n4C)n(C)c3c(F)c12,2.807,3.258,4.03719
1024,electronic_prop_molecule_99.dat,COc1cc(-c2sccc2C)sc1-c1c(F)c(F)c(-c2c(SC)c(SC)c(-c3scc(F)c3OC)c3nc(C)c(F)nc23)n1C,3.039,3.381,3.90243
1025,electronic_prop_molecule_872.dat,COc1ccoc1-c1c(C)c(OC)c(-c2c(C)c(SC)c(-c3cc4c(o3)-c3[se]ccc3[SiH2]4)n2C)c2nc(-c3cc(C)c(F)c(SC)c3)c(-c3cc(OC)c(OC)c(SC)c3)nc12,2.948,3.231,1.56477
1026,electronic_prop_molecule_866.dat,COc1cc(-c2nc3c(-c4cc(C)c(-c5oc(-c6cccs6)cc5C)s4)c(SC)c(OC)c(-c4cccn4C)c3nc2-c2ccc(F)c(C)c2)cc(F)c1OC,2.555,2.817,1.6717
1027,electronic_prop_molecule_3621.dat,CSc1cn(C)c2c(C)c3c(SC)c(-c4sc(-c5ncc(-c6scc(C)c6C)c6nsnc56)c(C)c4C)n(C)c3c(C)c12,2.19,2.672,1.48144
1028,electronic_prop_molecule_457.dat,COc1cc(-c2c3scc(SC)c3c(-c3ccc(C)c(C)c3)c3c2c(OC)c(-c2c(OC)c(C)c(-c4c(F)c(F)c(-c5oc(-c6sc7c(-c8cc(F)c(SC)c(OC)c8)c8c(OC)c(-c9c(OC)c(C)c(-c%10c(F)c(F)c(-c%11occ(SC)c%11SC)c%11nccnc%10%11)n9C)n(C)c8c(-c8ccc(C)c(C)c8)c7c6SC)c(SC)c5SC)c5nccnc45)n2C)n3C)cc(F)c1SC,2.557,2.842,9.87323
1029,electronic_prop_molecule_2259.dat,COc1c(F)csc1-c1c(SC)c(SC)c(-c2c(F)c(F)c(-c3oc4c(-c5cc(C)c(F)c(F)c5)c5c(OC)c(-c6sc(-c7c(SC)c(SC)c(-c8c(F)c(F)c(-c9oc%10c(-c%11cc(C)c(F)c(F)c%11)c%11c(OC)csc%11c(-c%11ccc(C)cc%11)c%10c9C)n8C)c8nc(F)c(C)nc78)c(OC)c6F)sc5c(-c5ccc(C)cc5)c4c3C)n2C)c2nc(F)c(C)nc12,2.608,2.884,8.01201
1030,electronic_prop_molecule_4628.dat,COc1c2c(SC)c(-c3oc(-c4ncc(-c5occ(SC)c5SC)c5nonc45)c(SC)c3SC)n(C)c2c(OC)c2c(SC)cn(C)c12,1.937,2.494,2.52447
1031,electronic_prop_molecule_3147.dat,Cn1nc2ccnc(-c3c(F)c4c(-c5cc(F)c(F)c(F)c5)c5c(c(F)cn5C)c(-c5cc(F)c(F)c(F)c5)c4n3C)c2n1,2.682,3.175,3.79409
1032,electronic_prop_molecule_331.dat,COc1ccc2c(c1)C(=O)c1c(-c3cc(OC)c(-c4ccc(-c5cc(OC)cn5C)n4C)s3)oc(-c3cc(F)c(-c4c(OC)cc(-c5ccc(-c6sc(-c7oc(-c8cc(F)co8)c8c7C(=O)c7cc(OC)ccc7C8=O)cc6OC)n5C)n4C)o3)c1C2=O,2.099,2.578,3.17698
1033,electronic_prop_molecule_1988.dat,COc1c(-c2c(C)c(SC)c(-c3oc4c(C)c(-c5cc6sc7c(F)coc7c6s5)n(C)c4c3C)c3nsnc23)oc2c(F)coc12,2.359,2.694,2.82901
1034,electronic_prop_molecule_1750.dat,COc1c(-c2cc3sc(-c4c(F)c(SC)c(-c5oc6c(F)csc6c5OC)c5nc(SC)cnc45)c(SC)c3n2C)n(C)c2c(OC)coc12,2.892,3.214,2.74704
1035,electronic_prop_molecule_1744.dat,COc1cc(-c2nc3c(-c4cc5c(s4)c(F)c(-c4c(OC)c6scc(C)c6n4C)n5C)c(OC)c(OC)c(-c4sc5c(C)csc5c4OC)c3nc2-c2cc(F)c(C)c(F)c2)cc(OC)c1C,2.388,2.728,6.27573
1036,electronic_prop_molecule_325.dat,COc1cc2c(cc1C)C(=O)c1c(-c3cc(F)c(-c4cc(C)c(-c5sc(-c6[se]c(-c7[se]c(-c8cc(F)c(-c9cc(C)c(-c%10sccc%10SC)o9)s8)c8c7C(=O)c7cc(OC)c(C)cc7C8=O)cc6F)cc5SC)o4)s3)[se]c(-c3cc(F)c[se]3)c1C2=O,1.938,2.214,6.27142
1037,electronic_prop_molecule_3153.dat,Cn1nc2ccnc(-c3sc4c(-c5cc(F)c(F)c(F)c5)c5c(F)csc5c(-c5cc(F)c(F)c(F)c5)c4c3F)c2n1,2.854,3.369,3.58415
1038,electronic_prop_molecule_443.dat,COc1cc(-c2nc3c(-c4sc5c(F)csc5c4F)c(SC)c(OC)c(-c4c(F)c5sc(-c6cc7oc8c(F)c(-c9sc%10c(F)c(-c%11c(SC)c(OC)c(-c%12c(F)c%13sc(-c%14cc%15oc%16c(F)coc%16c%15s%14)c(F)c%13n%12C)c%12nc(-c%13cc(C)cc(F)c%13)c(-c%13cc(OC)c(F)c(SC)c%13)nc%11%12)sc%10c9F)oc8c7s6)c(F)c5n4C)c3nc2-c2cc(C)cc(F)c2)cc(SC)c1F,2.409,2.646,7.65531
1039,electronic_prop_molecule_3635.dat,CSc1coc2c(F)c3c(SC)c(-c4sc(-c5ncc(-c6scc(C)c6C)c6nsnc56)c(C)c4C)oc3c(F)c12,2.063,2.517,0.68572
1040,electronic_prop_molecule_4172.dat,CSc1c2oc(-c3ccc(-c4ncc(-c5cccs5)c5nsnc45)s3)c(C)c2c(SC)c2occ(C)c12,1.909,2.405,1.29216
1041,electronic_prop_molecule_2503.dat,COc1nc2c(-c3c(SC)c4occ(C)c4n3C)c(C)c(SC)c(-c3sc4c(SC)c(-c5c(OC)c6oc(-c7oc8c(SC)c(-c9c(C)c(SC)c(-c%10sc%11c(SC)c(-c%12c(OC)c%13occc%13n%12C)n(C)c%11c%10F)c%10nc(OC)c(OC)nc9%10)n(C)c8c7C)cc6n5C)n(C)c4c3F)c2nc1OC,2.851,3.118,8.09846
1042,electronic_prop_molecule_4614.dat,CSc1coc(-c2cnc(-c3oc(-c4oc5cc6c(F)coc6cc5c4F)c(SC)c3SC)c3nonc23)c1SC,1.944,2.475,3.98804
1043,electronic_prop_molecule_2271.dat,COc1cc(C)cc(-c2c3cc(-c4c(F)c(OC)c(-c5sc6c(-c7cc(C)cc(OC)c7)c7cc(-c8c(F)c(OC)cc9nc(-c%10ccc(F)c(C)c%10)c(-c%10ccc(OC)c(C)c%10)nc89)sc7c(-c7cc(F)cc(SC)c7)c6c5C)c5nc(-c6ccc(F)c(C)c6)c(-c6ccc(OC)c(C)c6)nc45)sc3c(-c3cc(F)cc(SC)c3)c3c(C)csc23)c1,2.567,2.859,1.71479
1044,electronic_prop_molecule_4600.dat,CSc1coc(-c2cnc(-c3oc(-c4sc5c(F)c6c(F)csc6c(F)c5c4F)c(SC)c3SC)c3nonc23)c1SC,1.991,2.55,3.32762
1045,electronic_prop_molecule_319.dat,COc1ccc(-c2c3ccn(C)c3c(-c3cc(F)c(OC)c(F)c3)c3c(SC)c(C4CN=C(c5c(C)cc(-c6oc(-c7cc8c(-c9ccc(OC)c(C)c9)c9sc(C%10CN=C(c%11c(C)cc(-c%12occ(SC)c%12F)c%12nsnc%11%12)C(SC)=C%10C)c(SC)c9c(-c9cc(F)c(OC)c(F)c9)c8n7C)c(SC)c6F)c6nsnc56)C(SC)=C4C)sc23)cc1C,2.591,3.02,6.32225
1046,electronic_prop_molecule_1778.dat,COc1cc2nc(SC)cnc2c(-c2sc(-c3c(SC)ccn3C)cc2C)c1F,3.127,3.468,1.87624
1047,electronic_prop_molecule_3609.dat,COc1coc2c(C)c3c(OC)c(-c4sc(-c5ncc(-c6scc(C)c6C)c6nsnc56)c(C)c4C)oc3c(C)c12,2.075,2.556,1.38181
1048,electronic_prop_molecule_4166.dat,CSc1csc2c(F)c3c(SC)c(-c4ccc(-c5ncc(-c6cccs6)c6nsnc56)s4)sc3c(F)c12,1.994,2.481,3.7739
1049,electronic_prop_molecule_2517.dat,COc1c(C)c(-c2c(F)c(F)c(-c3oc(-c4sc5c(F)c(-c6c(OC)c(C)c(-c7c(F)c(F)c(-c8occ(SC)c8SC)c8nccnc78)n6C)sc5c4F)c(SC)c3SC)c3nccnc23)n(C)c1-c1sc2c(F)csc2c1F,2.592,2.78,7.19667
1050,electronic_prop_molecule_494.dat,COc1cc2c(cc1SC)C(=O)c1c(-c3cc(F)c(-c4oc(-c5ccc(-c6[se]c(-c7[se]c(-c8cc(F)c(-c9oc(-c%10cccs%10)cc9C)o8)c8c7C(=O)c7cc(OC)c(SC)cc7C8=O)cc6F)s5)cc4C)o3)[se]c(-c3cc(F)c[se]3)c1C2=O,0.144,0.079,5.49146
1051,electronic_prop_molecule_1793.dat,COc1cc(-c2nc3c(-c4c(C)c(C)c(-c5sc6c(F)csc6c5F)n4C)ccc(-c4cc(SC)cn4C)c3nc2-c2cc(F)c(SC)c(F)c2)cc(C)c1OC,2.829,3.086,3.54595
1052,electronic_prop_molecule_3184.dat,CSc1cc(-c2c3c(C)c(-c4nccc5nn(C)nc45)n(C)c3c(-c3cc(SC)c(SC)c(SC)c3)c3c(C)cn(C)c23)cc(SC)c1SC,2.725,3.146,2.15329
1053,electronic_prop_molecule_4833.dat,Cn1cccc1-c1ccc(-c2ncc(-c3ccc(-c4ccc(-c5nccc6nonc56)n4C)n3C)c3nonc23)n1C,1.977,2.494,4.2572
1054,electronic_prop_molecule_3190.dat,CSc1cc(-c2c3cc(-c4nccc5nn(C)nc45)sc3c(-c3cc(SC)c(SC)c(SC)c3)c3ccsc23)cc(SC)c1SC,2.874,3.33,3.66049
1055,electronic_prop_molecule_4827.dat,CSc1csc2c(-c3cc(C)c(C)c(C)c3)c3c(SC)c(-c4ncc(-c5sc6c(-c7cc(C)c(C)c(C)c7)c7c(SC)c(-c8nccc9nn(C)nc89)sc7c(-c7cc(C)c(C)c(C)c7)c6c5SC)c5nn(C)nc45)sc3c(-c3cc(C)c(C)c(C)c3)c12,2.345,2.749,1.04143
1056,electronic_prop_molecule_1787.dat,COc1ccc(-c2nc3c(-c4oc5cc6c(F)cn(C)c6c(F)c5c4F)c(F)c(OC)cc3nc2-c2ccc(F)c(C)c2)cc1C,2.993,3.374,3.23797
1057,electronic_prop_molecule_480.dat,COc1c(-c2c(SC)c(F)c(-c3sc4cc(-c5cc(SC)c(-c6c(F)cc(-c7sc8c(OC)c(-c9c(SC)c(F)c(-c%10sc%11cc(-c%12cc(SC)c(-c%13c(F)ccn%13C)s%12)n(C)c%11c%10SC)c%10ncc(SC)nc9%10)oc8c7F)n6C)s5)n(C)c4c3SC)c3ncc(SC)nc23)oc2c(F)csc12,2.586,2.732,6.68608
1058,electronic_prop_molecule_4199.dat,COc1c2c(SC)c(-c3ccc(-c4ncc(-c5ccco5)c5c4[N]O[N]5)o3)n(C)c2c(OC)c2c(SC)cn(C)c12,1.944,2.523,2.06898
1059,electronic_prop_molecule_3806.dat,COc1cn(C)c2c(C)c3c(OC)c(-c4ccc(-c5ncc(-c6cccn6C)c6c5[N]N(C)[N]6)n4C)n(C)c3c(C)c12,2.73,3.214,5.4002
1060,electronic_prop_molecule_1977.dat,COc1ccc2c(c1)C(=O)c1c(-c3cc(OC)c(-c4c(F)c5c(-c6cc(C)c(C)s6)c6occ(C)c6c(-c6cc(SC)c(SC)n6C)c5n4C)s3)oc(-c3cc(F)co3)c1C2=O,2.379,2.831,2.15726
1061,electronic_prop_molecule_1963.dat,COc1cc(-c2nc3c(-c4cc(C)c(-c5cc6c(o5)-c5[se]ccc5[SiH2]6)s4)c(SC)c(OC)c(-c4cccn4C)c3nc2-c2ccc(F)c(C)c2)cc(F)c1OC,2.225,2.567,2.38609
1062,electronic_prop_molecule_3812.dat,Cn1ccc2cc3c(cc(-c4oc(-c5ncc(-c6occ(F)c6F)c6nonc56)c(F)c4F)n3C)cc21,1.92,2.553,6.35093
1063,electronic_prop_molecule_1142.dat,COc1ccc2c(c1)C(=O)c1c(-c3cc(OC)c(-c4sc5c(OC)c6c(C)cn(C)c6c(OC)c5c4C)s3)oc(-c3cc(F)co3)c1C2=O,2.062,2.624,2.58037
1064,electronic_prop_molecule_523.dat,CSC1=C(C)C(c2ccc(-c3cc(SC)c(-c4oc(-c5cc(C)c(C6=NCC(c7ccc(-c8cc(SC)cn8C)s7)C(C)=C6SC)c6nsnc56)c(F)c4SC)n3C)s2)CN=C1c1c(C)cc(-c2occ(SC)c2F)c2nsnc12,2.554,2.952,8.29776
1065,electronic_prop_molecule_3755.dat,CSc1c2oc(-c3c(F)c(F)c(-c4ncc(-c5c(F)c(F)cn5C)c5nn(C)nc45)n3C)c(C)c2c(SC)c2occ(C)c12,2.789,3.263,4.2345
1066,electronic_prop_molecule_245.dat,COc1coc2c(-c3cc(F)c(C)c(F)c3)c3c(SC)c(-c4oc5c(SC)c(-c6c(F)c(C)c(-c7c(SC)c8c(c(SC)cn8C)n7C)c7nn(C)nc67)sc5c4C)oc3c(-c3cc(C)c(C)c(C)c3)c12,2.778,3.137,2.27776
1067,electronic_prop_molecule_3033.dat,COc1nc2c(-c3c(C)c4occc4n3C)c(C)c(C)c(-c3cc4c(c(SC)c(-c5sc6cc7c(C)cn(C)c7c(F)c6c5F)n4C)n3C)c2nc1F,3.005,3.239,3.75841
1068,electronic_prop_molecule_4984.dat,COc1c2sc(-c3ncc(-c4sc5c(OC)c6c(F)c(-c7nccc8nsnc78)sc6c(OC)c5c4F)c4nsnc34)c(F)c2c(OC)c2scc(F)c12,1.952,2.403,2.21877
1069,electronic_prop_molecule_1624.dat,COc1ccoc1-c1ccc(-c2c(F)c(F)c(-c3c(SC)c(SC)c(-c4scc(F)c4OC)c4nc(C)c(F)nc34)n2C)s1,2.775,3.057,4.38774
1070,electronic_prop_molecule_1630.dat,COc1c(C)c(-c2c(C)c(SC)c(-c3scc(SC)c3F)c3nc(F)c(C)nc23)n(C)c1-c1sc(-c2ccco2)cc1C,3.117,3.332,3.13387
1071,electronic_prop_molecule_3027.dat,COc1cc(-c2c3occ(SC)c3c(-c3cc(C)c(OC)c(SC)c3)c3c2c(C)c(-c2cc(SC)cc4nc(-c5cc(C)c(F)c(F)c5)c(-c5cc(C)c(OC)c(OC)c5)nc24)n3C)cc(OC)c1F,2.938,3.193,5.66983
1072,electronic_prop_molecule_251.dat,COc1c(-c2cc3sc(-c4c(F)c(SC)c(-c5oc6c(F)csc6c5OC)c5nc(SC)cnc45)c(SC)c3n2C)n(C)c2ccoc12,2.724,3.053,7.85662
1073,electronic_prop_molecule_4748.dat,COc1c2sc(-c3c(SC)c(SC)c(-c4ncc(-c5c(SC)c(SC)cn5C)c5nn(C)nc45)n3C)c(C)c2c(OC)c2scc(C)c12,2.878,3.27,4.53805
1074,electronic_prop_molecule_4990.dat,Cc1cc(-c2c3c(F)c(-c4ncc(-c5c(F)c6c(-c7cc(C)c(C)c(C)c7)c7c(c(F)c(-c8nccc9nsnc89)n7C)c(-c7cc(C)c(C)c(C)c7)c6n5C)c5nsnc45)n(C)c3c(-c3cc(C)c(C)c(C)c3)c3c(F)cn(C)c23)cc(C)c1C,1.95,2.303,1.51193
1075,electronic_prop_molecule_2339.dat,Cc1cnc2c(-c3cc4oc5c(C)coc5c4n3C)c(F)ccc2n1,2.893,3.256,3.08193
1076,electronic_prop_molecule_3999.dat,COc1c2c(SC)c(-c3sc(-c4ncc(-c5scc(F)c5F)c5nsnc45)c(F)c3F)n(C)c2c(OC)c2c(SC)cn(C)c12,2.102,2.54,3.01319
1077,electronic_prop_molecule_3741.dat,COc1c2sc(-c3c(F)c(F)c(-c4ncc(-c5c(F)c(F)cn5C)c5c4[N]N(C)[N]5)n3C)c(C)c2c(OC)c2scc(C)c12,2.77,3.178,8.65997
1078,electronic_prop_molecule_537.dat,CSc1c[se]c(-c2sc(-c3cc(C)c(-c4sc(-c5ccc(-c6[se]c(-c7sc(-c8cc(C)c(-c9sc(-c%10ccco%10)cc9C)o8)c8c7C(=O)c7c(SC)oc(C)c7C8=O)cc6SC)o5)cc4C)o3)c3c2C(=O)c2c(SC)oc(C)c2C3=O)c1,2.086,2.239,2.38873
1079,electronic_prop_molecule_1156.dat,CSc1cc(-c2oc(-c3cc(F)cs3)c3c2C(=O)c2csc(C)c2C3=O)sc1-c1cc2oc3c(SC)coc3c2n1C,2.201,2.735,2.19164
1080,electronic_prop_molecule_2477.dat,COc1cc2nonc2c(-c2cc3[nH]c4cc(-c5c(OC)c(OC)c(-c6cc7[nH]c8cc[se]c8c7o6)c6nonc56)[se]c4c3o2)c1OC,1.729,2.23,7.10252
1081,electronic_prop_molecule_4006.dat,COc1c2sc(-c3ccc(-c4ncc(-c5cccn5C)c5nn(C)nc45)n3C)c(F)c2c(OC)c2scc(F)c12,2.388,2.885,1.92898
1082,electronic_prop_molecule_3769.dat,COc1ccsc1-c1sc(-c2oc(-c3ncc(-c4occ(F)c4F)c4nonc34)c(F)c2F)cc1OC,1.768,2.37,3.77102
1083,electronic_prop_molecule_1618.dat,COc1c(F)c(-c2c(F)c(SC)c(-c3occ(SC)c3F)c3nc(-c4ccc(SC)cc4)c(-c4ccc(F)c(SC)c4)nc23)n(C)c1-c1cc2c([se]1)-c1sccc1[SiH2]2,2.581,2.889,2.21633
1084,electronic_prop_molecule_279.dat,CSc1cc(-c2ccc(-c3c(F)ccc4nc(C)cnc34)s2)n(C)c1,2.635,3.154,2.96145
1085,electronic_prop_molecule_4760.dat,CSc1cn(C)c(-c2cnc(-c3c(SC)c(SC)c(-c4oc5c(SC)c6c(C)coc6c(SC)c5c4C)n3C)c3nn(C)nc23)c1SC,2.706,3.083,6.90076
1086,electronic_prop_molecule_2311.dat,COc1c(C23CN2C(c2c(C)cc(-c4occ(SC)c4F)c4nsnc24)=C(SC)C3C)n(C)c2c(OC)coc12,2.431,2.895,1.85673
1087,electronic_prop_molecule_4774.dat,CSc1coc(-c2cnc(-c3oc(-c4oc5c(SC)c6c(F)coc6c(SC)c5c4F)c(SC)c3SC)c3nonc23)c1SC,2.121,2.618,4.94259
1088,electronic_prop_molecule_2305.dat,COc1c(-c2cc3[nH]c4ccsc4c3o2)oc(-c2c(F)cc(-c3scc(F)c3SC)c3nn(C)nc23)c1OC,2.392,2.85,6.24079
1089,electronic_prop_molecule_3.dat,COc1cc(SC)cc(-c2nc3c(-c4ccc(-c5c(SC)c6c(SC)c7sc(-c8c(OC)c(SC)c(-c9c(SC)c(SC)c(-c%10ccc(-c%11c(SC)c%12c(SC)c%13scc(F)c%13cc%12n%11C)o%10)c%10nc(-c%11cc(OC)cc(SC)c%11)c(-c%11cc(C)c(F)c(C)c%11)nc9%10)n8C)c(F)c7cc6n5C)o4)c(SC)c(SC)c(-c4c(SC)c(OC)cn4C)c3nc2-c2cc(C)c(F)c(C)c2)c1,2.666,2.878,16.62167
1090,electronic_prop_molecule_2463.dat,COc1cc(-c2c3cc(-c4oc(-c5sc(-c6cc(SC)c[se]6)c6c5C(=O)c5c(C)oc(SC)c5C6=O)cc4C)n(C)c3c(-c3cc(SC)c(F)n3C)c3ccsc23)oc1F,2.32,2.737,3.88934
1091,electronic_prop_molecule_4012.dat,COc1c2oc(-c3ccc(-c4ncc(-c5cccn5C)c5nn(C)nc45)n3C)c(F)c2c(OC)c2occ(F)c12,2.423,2.929,1.75447
1092,electronic_prop_molecule_3796.dat,Cn1cc(F)c2c(F)c3c(c(F)c(-c4oc(-c5ncc(-c6occ(F)c6F)c6nonc56)c(F)c4F)n3C)c(F)c21,1.974,2.588,1.81546
1093,electronic_prop_molecule_2488.dat,COc1cc2nc(SC)cnc2c(-c2cc3oc4c(C)c(-c5c(OC)c(F)c(-c6cc7oc8c(C)coc8c7n6C)c6ncc(SC)nc56)oc4c3n2C)c1F,2.52,2.778,3.57924
1094,electronic_prop_molecule_1181.dat,COc1cc(C)cc(-c2c3cc(-c4oc(-c5[se]c(-c6cc(F)c[se]6)c6c5C(=O)c5cc(SC)c(OC)cc5C6=O)cc4F)sc3c(-c3cc(F)cc(SC)c3)c3c(C)csc23)c1,2.493,2.883,2.0196
1095,electronic_prop_molecule_4947.dat,Cn1cc(F)c2c(F)c3c(c(F)c(-c4ncc(-c5c(F)c6c(F)c7c(c(F)c(-c8nccc9nsnc89)n7C)c(F)c6n5C)c5nsnc45)n3C)c(F)c21,2.103,2.487,2.10368
1096,electronic_prop_molecule_286.dat,COc1cc2c(cc1C)C(=O)c1c(-c3cc(F)c(-c4oc5c(-c6cc(C)c(C)c(C)c6)c6c(OC)coc6c(-c6cc(F)c(C)c(F)c6)c5c4SC)s3)[se]c(-c3cc(F)c[se]3)c1C2=O,2.302,2.726,5.64967
1097,electronic_prop_molecule_4953.dat,COc1coc2c(-c3cc(F)c(F)c(F)c3)c3c(OC)c(-c4ncc(-c5oc6c(-c7cc(F)c(F)c(F)c7)c7c(OC)c(-c8nccc9nsnc89)oc7c(-c7cc(F)c(F)c(F)c7)c6c5OC)c5nsnc45)oc3c(-c3cc(F)c(F)c(F)c3)c12,2.094,2.536,1.26462
1098,electronic_prop_molecule_292.dat,COc1ccc2c(c1)C(=O)c1c(-c3cc(OC)c(-c4cc(OC)c(-c5sccc5SC)o4)s3)oc(-c3cc(F)co3)c1C2=O,1.975,2.527,7.03398
1099,electronic_prop_molecule_1195.dat,COc1cc(-c2c3sccc3c(-c3cc(SC)c(C)o3)c3oc(-c4cc(F)cc5nc(SC)c(SC)nc45)c(OC)c23)n(C)c1F,2.823,3.286,2.35267
1100,electronic_prop_molecule_3782.dat,COc1coc2c(C)c3c(OC)c(-c4oc(-c5ncc(-c6occ(F)c6F)c6nonc56)c(F)c4F)oc3c(C)c12,1.893,2.52,3.93993
1101,electronic_prop_molecule_3972.dat,Cc1c2oc(-c3oc(-c4ncc(-c5occ(F)c5F)c5nonc45)c(F)c3F)c(F)c2c(C)c2occ(F)c12,2.042,2.655,5.08755
1102,electronic_prop_molecule_1803.dat,COc1[se]c(C)c2c1C(=O)c1c(-c3cc(F)c(-c4sc(-c5ccco5)cc4C)o3)oc(-c3cc(SC)cs3)c1C2=O,2.383,2.799,2.28436
1103,electronic_prop_molecule_1817.dat,COc1c(-c2c(SC)c(F)c(-c3sc4cc(-c5oc(-c6cccs6)cc5C)n(C)c4c3SC)c3ncc(SC)nc23)oc2c(F)csc12,2.74,2.996,3.66891
1104,electronic_prop_molecule_3966.dat,CSc1c2c(C)c(-c3c(F)c(F)c(-c4ncc(-c5c(F)c(F)cn5C)c5nn(C)nc45)n3C)n(C)c2c(SC)c2c(C)cn(C)c12,2.75,3.218,2.75462
1105,electronic_prop_molecule_1426.dat,CSc1c[se]c(-c2sc(-c3cc(C)c(-c4cc5oc6c(F)c(-c7[se]c(-c8sc(-c9cc(C)c(-c%10cc%11oc%12c(F)coc%12c%11s%10)o9)c9c8C(=O)c8c(SC)oc(C)c8C9=O)cc7SC)oc6c5s4)o3)c3c2C(=O)c2c(SC)oc(C)c2C3=O)c1,1.932,2.174,7.6638
1106,electronic_prop_molecule_3231.dat,CSc1csc2cc3c(SC)c(-c4nccc5nonc45)sc3cc12,2.286,2.927,2.22304
1107,electronic_prop_molecule_3557.dat,CSc1coc2c(SC)c3c(SC)c(-c4oc(-c5ncc(-c6occ(C)c6C)c6nonc56)c(C)c4C)oc3c(SC)c12,1.864,2.436,1.10133
1108,electronic_prop_molecule_721.dat,COc1c(F)cc(-c2nc3c(-c4sc5c(SC)c(-c6sc(-c7c(SC)ccn7C)cc6C)n(C)c5c4OC)c(OC)c(SC)c(-c4c(OC)c5scc(F)c5n4C)c3nc2-c2cc(C)c(OC)c(SC)c2)cc1F,2.597,2.906,4.74348
1109,electronic_prop_molecule_2891.dat,COc1cc(-c2sc(-c3ccco3)c3c2C(=O)c2c(C)oc(C)c2C3=O)sc1-c1cc(SC)c(-c2cccs2)o1,2.033,2.535,2.39469
1110,electronic_prop_molecule_4238.dat,COc1cn(C)c(-c2cnc(-c3c(OC)c(OC)c(-c4sc5cc6c(F)csc6cc5c4F)n3C)c3nn(C)nc23)c1OC,2.742,3.137,2.9335
1111,electronic_prop_molecule_5126.dat,CSc1ccsc1-c1sc(-c2sc(-c3ncc(-c4sc(-c5cc(SC)c(-c6sc(-c7sc(-c8ncc(-c9scc(SC)c9SC)c9nsnc89)c(SC)c7SC)cc6SC)s5)c(SC)c4SC)c4nsnc34)c(SC)c2SC)cc1SC,1.927,2.276,5.82953
